Date,Entity,Account Type,Account Group,Local Currency Balance,FX Rate,EUR Balance
2024-08-01,WhaleCare PH,Asset,Cash,74638.54,1.1434,85341.71
2024-08-01,WhaleCare PH,Asset,Accounts Receivable,113090.26,0.8674,98094.49
2024-08-01,WhaleCare PH,Asset,Prepaid Expenses,99161.46,0.931,92319.32
2024-08-01,WhaleCare PH,Asset,PPE,124738.36,1.1382,141977.2
2024-08-01,WhaleCare PH,Liability,Accounts Payable,69212.44,1.0433,72209.34
2024-08-01,WhaleCare PH,Liability,Deferred Revenue,105361.77,0.8835,93087.12
2024-08-01,WhaleCare PH,Liability,Accrued Expenses,77677.34,1.0393,80730.06
2024-08-01,WhaleCare PH,Equity,Retained Earnings,138169.77,1.0346,142950.44
2024-08-01,WhaleCare PH,Equity,Share Capital,69215.76,0.81,56064.77
2024-08-01,SummonStorm BR,Asset,Cash,47269.78,1.1612,54889.67
2024-08-01,SummonStorm BR,Asset,Accounts Receivable,82394.52,1.148,94588.91
2024-08-01,SummonStorm BR,Asset,Prepaid Expenses,66356.0,0.9177,60894.9
2024-08-01,SummonStorm BR,Asset,PPE,104295.96,0.9117,95086.63
2024-08-01,SummonStorm BR,Liability,Accounts Payable,117456.39,1.0619,124726.94
2024-08-01,SummonStorm BR,Liability,Deferred Revenue,121893.26,1.1614,141566.83
2024-08-01,SummonStorm BR,Liability,Accrued Expenses,35936.28,1.0943,39325.07
2024-08-01,SummonStorm BR,Equity,Retained Earnings,121668.23,1.113,135416.74
2024-08-01,SummonStorm BR,Equity,Share Capital,106814.78,1.0134,108246.1
2024-09-01,Tapstorm SG,Asset,Cash,121044.99,1.2924,156438.55
2024-09-01,Tapstorm SG,Asset,Accounts Receivable,126383.55,0.9517,120279.22
2024-09-01,Tapstorm SG,Asset,Prepaid Expenses,81488.17,1.1687,95235.22
2024-09-01,Tapstorm SG,Asset,PPE,72855.46,1.1785,85860.16
2024-09-01,Tapstorm SG,Liability,Accounts Payable,109826.2,0.9284,101962.64
2024-09-01,Tapstorm SG,Liability,Deferred Revenue,128945.51,1.0654,137378.55
2024-09-01,Tapstorm SG,Liability,Accrued Expenses,62448.63,1.1742,73327.18
2024-09-01,Tapstorm SG,Equity,Retained Earnings,101896.99,0.8992,91625.77
2024-09-01,Tapstorm SG,Equity,Share Capital,84436.27,0.8818,74455.9
2024-09-01,TapForge CN,Asset,Cash,84328.37,1.1728,98900.31
2024-09-01,TapForge CN,Asset,Accounts Receivable,88307.55,1.0377,91636.74
2024-09-01,TapForge CN,Asset,Prepaid Expenses,119650.93,1.2526,149874.75
2024-09-01,TapForge CN,Asset,PPE,117363.01,0.983,115367.84
2024-09-01,TapForge CN,Liability,Accounts Payable,73358.8,0.9972,73153.4
2024-09-01,TapForge CN,Liability,Deferred Revenue,58786.47,0.9474,55694.3
2024-09-01,TapForge CN,Liability,Accrued Expenses,132233.43,1.2628,166984.38
2024-09-01,TapForge CN,Equity,Retained Earnings,124073.21,0.8732,108340.73
2024-09-01,TapForge CN,Equity,Share Capital,137157.94,1.0493,143919.83
2024-09-01,WhaleCare PH,Asset,Cash,116433.82,0.9578,111520.31
2024-09-01,WhaleCare PH,Asset,Accounts Receivable,139991.18,1.0163,142273.04
2024-09-01,WhaleCare PH,Asset,Prepaid Expenses,30520.62,1.0915,33313.26
2024-09-01,WhaleCare PH,Asset,PPE,96520.05,0.9151,88325.5
2024-09-01,WhaleCare PH,Liability,Accounts Payable,79180.99,1.2343,97733.1
2024-09-01,WhaleCare PH,Liability,Deferred Revenue,159557.64,0.8696,138751.32
2024-09-01,WhaleCare PH,Liability,Accrued Expenses,64022.52,1.245,79708.04
2024-09-01,WhaleCare PH,Equity,Retained Earnings,59701.74,1.1836,70662.98
2024-09-01,WhaleCare PH,Equity,Share Capital,81186.55,1.1021,89475.7
2024-09-01,SummonStorm BR,Asset,Cash,84245.36,1.0131,85348.97
2024-09-01,SummonStorm BR,Asset,Accounts Receivable,88708.63,0.9601,85169.16
2024-09-01,SummonStorm BR,Asset,Prepaid Expenses,127107.13,0.9248,117548.67
2024-09-01,SummonStorm BR,Asset,PPE,144458.01,0.9794,141482.17
2024-09-01,SummonStorm BR,Liability,Accounts Payable,129101.25,1.0591,136731.13
2024-09-01,SummonStorm BR,Liability,Deferred Revenue,174348.78,0.9805,170948.98
2024-09-01,SummonStorm BR,Liability,Accrued Expenses,138515.14,1.1843,164043.48
2024-09-01,SummonStorm BR,Equity,Retained Earnings,81014.17,1.1524,93360.73
2024-09-01,SummonStorm BR,Equity,Share Capital,96626.15,0.8242,79639.27
2024-10-01,Tapstorm SG,Asset,Cash,123726.52,1.2475,154348.83
2024-10-01,Tapstorm SG,Asset,Accounts Receivable,65305.95,1.1088,72411.24
2024-10-01,Tapstorm SG,Asset,Prepaid Expenses,90648.26,1.1372,103085.2
2024-10-01,Tapstorm SG,Asset,PPE,119520.46,1.2574,150285.03
2024-10-01,Tapstorm SG,Liability,Accounts Payable,157362.46,1.0004,157425.4
2024-10-01,Tapstorm SG,Liability,Deferred Revenue,101000.28,1.0002,101020.48
2024-10-01,Tapstorm SG,Liability,Accrued Expenses,105788.83,0.8255,87328.68
2024-10-01,Tapstorm SG,Equity,Retained Earnings,115489.86,1.1364,131242.68
2024-10-01,Tapstorm SG,Equity,Share Capital,47976.59,0.9842,47218.56
2024-10-01,TapForge CN,Asset,Cash,89171.85,1.1037,98418.97
2024-10-01,TapForge CN,Asset,Accounts Receivable,74356.76,0.8203,60994.85
2024-10-01,TapForge CN,Asset,Prepaid Expenses,123322.73,1.2922,159357.63
2024-10-01,TapForge CN,Asset,PPE,86841.64,0.8282,71922.25
2024-10-01,TapForge CN,Liability,Accounts Payable,136484.14,0.8216,112135.37
2024-10-01,TapForge CN,Liability,Deferred Revenue,113078.54,1.0716,121174.96
2024-10-01,TapForge CN,Liability,Accrued Expenses,95220.06,0.9506,90516.19
2024-10-01,TapForge CN,Equity,Retained Earnings,83132.0,0.8944,74353.26
2024-10-01,TapForge CN,Equity,Share Capital,78589.3,0.924,72616.51
2024-10-01,WhaleCare PH,Asset,Cash,148368.42,1.086,161128.1
2024-10-01,WhaleCare PH,Asset,Accounts Receivable,38930.72,1.2683,49375.83
2024-10-01,WhaleCare PH,Asset,Prepaid Expenses,97490.26,1.0947,106722.59
2024-10-01,WhaleCare PH,Asset,PPE,102568.49,1.06,108722.6
2024-10-01,WhaleCare PH,Liability,Accounts Payable,32229.47,1.0254,33048.1
2024-10-01,WhaleCare PH,Liability,Deferred Revenue,139268.18,1.262,175756.44
2024-10-01,WhaleCare PH,Liability,Accrued Expenses,106324.51,0.9286,98732.94
2024-10-01,WhaleCare PH,Equity,Retained Earnings,121930.07,1.0256,125051.48
2024-10-01,WhaleCare PH,Equity,Share Capital,122311.51,1.079,131974.12
2024-10-01,SummonStorm BR,Asset,Cash,127307.93,0.9998,127282.47
2024-10-01,SummonStorm BR,Asset,Accounts Receivable,124290.03,0.8157,101383.38
2024-10-01,SummonStorm BR,Asset,Prepaid Expenses,124273.47,1.2789,158933.34
2024-10-01,SummonStorm BR,Asset,PPE,111713.94,0.8226,91895.89
2024-10-01,SummonStorm BR,Liability,Accounts Payable,129666.03,1.0643,138003.56
2024-10-01,SummonStorm BR,Liability,Deferred Revenue,181770.28,1.1122,202164.91
2024-10-01,SummonStorm BR,Liability,Accrued Expenses,74380.25,1.0936,81342.24
2024-10-01,SummonStorm BR,Equity,Retained Earnings,115440.85,0.9849,113697.69
2024-10-01,SummonStorm BR,Equity,Share Capital,125158.98,1.182,147937.91
2024-11-01,Tapstorm SG,Asset,Cash,53839.49,0.8497,45747.41
2024-11-01,Tapstorm SG,Asset,Accounts Receivable,156793.18,1.1786,184796.44
2024-11-01,Tapstorm SG,Asset,Prepaid Expenses,119514.32,1.2101,144624.28
2024-11-01,Tapstorm SG,Asset,PPE,109354.52,0.9816,107342.4
2024-11-01,Tapstorm SG,Liability,Accounts Payable,89208.01,1.216,108476.94
2024-11-01,Tapstorm SG,Liability,Deferred Revenue,125368.43,0.8234,103228.37
2024-11-01,Tapstorm SG,Liability,Accrued Expenses,66494.73,0.8479,56380.88
2024-11-01,Tapstorm SG,Equity,Retained Earnings,151902.67,1.2809,194572.13
2024-11-01,Tapstorm SG,Equity,Share Capital,131434.17,0.8054,105857.08
2024-11-01,TapForge CN,Asset,Cash,96311.64,1.2704,122354.31
2024-11-01,TapForge CN,Asset,Accounts Receivable,143240.94,0.8617,123430.72
2024-11-01,TapForge CN,Asset,Prepaid Expenses,47787.17,0.8491,40576.09
2024-11-01,TapForge CN,Asset,PPE,69777.94,1.2267,85596.6
2024-11-01,TapForge CN,Liability,Accounts Payable,101875.93,1.1116,113245.28
2024-11-01,TapForge CN,Liability,Deferred Revenue,103146.91,0.9308,96009.14
2024-11-01,TapForge CN,Liability,Accrued Expenses,113601.05,1.2056,136957.43
2024-11-01,TapForge CN,Equity,Retained Earnings,106347.23,1.231,130913.44
2024-11-01,TapForge CN,Equity,Share Capital,137511.79,0.88,121010.38
2024-11-01,WhaleCare PH,Asset,Cash,56408.33,1.1757,66319.27
2024-11-01,WhaleCare PH,Asset,Accounts Receivable,42687.64,1.2881,54985.95
2024-11-01,WhaleCare PH,Asset,Prepaid Expenses,58192.95,0.826,48067.38
2024-11-01,WhaleCare PH,Asset,PPE,61211.87,0.8412,51491.43
2024-11-01,WhaleCare PH,Liability,Accounts Payable,101391.84,0.9402,95328.61
2024-11-01,WhaleCare PH,Liability,Deferred Revenue,96100.62,0.8032,77188.02
2024-11-01,WhaleCare PH,Liability,Accrued Expenses,110074.48,1.0143,111648.55
2024-11-01,WhaleCare PH,Equity,Retained Earnings,111360.61,0.9646,107418.44
2024-11-01,WhaleCare PH,Equity,Share Capital,108839.35,1.0996,119679.75
2024-11-01,SummonStorm BR,Asset,Cash,54476.43,0.8983,48936.18
2024-11-01,SummonStorm BR,Asset,Accounts Receivable,94191.74,0.9618,90593.62
2024-11-01,SummonStorm BR,Asset,Prepaid Expenses,85390.68,0.9668,82555.71
2024-11-01,SummonStorm BR,Asset,PPE,137531.02,0.9007,123874.19
2024-11-01,SummonStorm BR,Liability,Accounts Payable,111343.47,1.2967,144379.08
2024-11-01,SummonStorm BR,Liability,Deferred Revenue,156729.23,1.0353,162261.77
2024-11-01,SummonStorm BR,Liability,Accrued Expenses,71297.16,0.8959,63875.13
2024-11-01,SummonStorm BR,Equity,Retained Earnings,91963.2,0.8835,81249.49
2024-11-01,SummonStorm BR,Equity,Share Capital,128397.95,1.1948,153409.87
2024-12-01,Tapstorm SG,Asset,Cash,86096.21,1.1338,97615.88
2024-12-01,Tapstorm SG,Asset,Accounts Receivable,112273.15,1.0101,113407.11
2024-12-01,Tapstorm SG,Asset,Prepaid Expenses,82747.48,1.276,105585.78
2024-12-01,Tapstorm SG,Asset,PPE,135959.99,1.0072,136938.9
2024-12-01,Tapstorm SG,Liability,Accounts Payable,58862.04,1.0571,62223.06
2024-12-01,Tapstorm SG,Liability,Deferred Revenue,158492.77,1.2422,196879.72
2024-12-01,Tapstorm SG,Liability,Accrued Expenses,124108.26,1.0399,129060.18
2024-12-01,Tapstorm SG,Equity,Retained Earnings,115959.82,0.8123,94194.16
2024-12-01,Tapstorm SG,Equity,Share Capital,112842.77,0.9815,110755.18
2024-12-01,TapForge CN,Asset,Cash,80206.71,1.1252,90248.59
2024-12-01,TapForge CN,Asset,Accounts Receivable,122331.68,1.1936,146015.09
2024-12-01,TapForge CN,Asset,Prepaid Expenses,85556.85,1.1921,101992.32
2024-12-01,TapForge CN,Asset,PPE,38008.22,1.143,43443.4
2024-12-01,TapForge CN,Liability,Accounts Payable,103911.16,1.0119,105147.7
2024-12-01,TapForge CN,Liability,Deferred Revenue,78825.31,0.9622,75845.71
2024-12-01,TapForge CN,Liability,Accrued Expenses,105502.33,1.0256,108203.19
2024-12-01,TapForge CN,Equity,Retained Earnings,100663.87,1.018,102475.82
2024-12-01,TapForge CN,Equity,Share Capital,58638.3,0.8472,49678.37
2024-12-01,WhaleCare PH,Asset,Cash,149116.81,1.2497,186351.28
2024-12-01,WhaleCare PH,Asset,Accounts Receivable,81147.38,1.0029,81382.71
2024-12-01,WhaleCare PH,Asset,Prepaid Expenses,133149.4,0.8388,111685.72
2024-12-01,WhaleCare PH,Asset,PPE,79720.45,0.8525,67961.68
2024-12-01,WhaleCare PH,Liability,Accounts Payable,101499.47,1.0981,111456.57
2024-12-01,WhaleCare PH,Liability,Deferred Revenue,109505.74,1.086,118923.23
2024-12-01,WhaleCare PH,Liability,Accrued Expenses,40028.04,1.2118,48505.98
2024-12-01,WhaleCare PH,Equity,Retained Earnings,82450.77,0.8078,66603.73
2024-12-01,WhaleCare PH,Equity,Share Capital,108854.64,1.0573,115092.01
2024-12-01,SummonStorm BR,Asset,Cash,102688.56,1.1492,118009.69
2024-12-01,SummonStorm BR,Asset,Accounts Receivable,101996.72,1.1645,118775.18
2024-12-01,SummonStorm BR,Asset,Prepaid Expenses,128297.46,1.2191,156407.43
2024-12-01,SummonStorm BR,Asset,PPE,76649.06,1.1846,90798.48
2024-12-01,SummonStorm BR,Liability,Accounts Payable,102923.19,1.0892,112103.94
2024-12-01,SummonStorm BR,Liability,Deferred Revenue,60095.39,1.1282,67799.62
2024-12-01,SummonStorm BR,Liability,Accrued Expenses,85644.4,0.9619,82381.35
2024-12-01,SummonStorm BR,Equity,Retained Earnings,137642.47,1.1062,152260.1
2024-12-01,SummonStorm BR,Equity,Share Capital,101133.46,1.2912,130583.52
